,,,,
Date,Nifty Value,,Date,PE Ratio
29-11-2010,5830,,29-11-2010,20.018
30-11-2010,5862.7,,30-11-2010,20.1303
01-12-2010,5960.9,,01-12-2010,20.4675
02-12-2010,6011.7,,02-12-2010,20.6151
03-12-2010,5992.8,,03-12-2010,20.5503
06-12-2010,5992.25,,06-12-2010,20.5484
07-12-2010,5976.55,,07-12-2010,20.4945
08-12-2010,5903.7,,08-12-2010,20.2447
09-12-2010,5766.5,,09-12-2010,19.7742
10-12-2010,5857.35,,10-12-2010,20.0858
13-12-2010,5907.65,,13-12-2010,20.2583
14-12-2010,5944.1,,14-12-2010,20.3769
15-12-2010,5892.3,,15-12-2010,20.1993
16-12-2010,5948.75,,16-12-2010,20.3929
20-12-2010,5947.05,,20-12-2010,20.387
21-12-2010,6000.65,,21-12-2010,20.5708
22-12-2010,5984.4,,22-12-2010,20.5151
23-12-2010,5980,,23-12-2010,20.5
24-12-2010,6011.6,,24-12-2010,20.6083
27-12-2010,5998.1,,27-12-2010,20.562
28-12-2010,5996,,28-12-2010,20.5548
29-12-2010,6060.35,,29-12-2010,20.7754
30-12-2010,6101.85,,30-12-2010,20.9177
31-12-2010,6134.5,,31-12-2010,19.9627
03-01-2011,6157.6,,03-01-2011,20.0379
04-01-2011,6146.35,,04-01-2011,20.0013
05-01-2011,6079.8,,05-01-2011,19.7847
06-01-2011,6048.25,,06-01-2011,19.682
07-01-2011,5904.6,,07-01-2011,19.2146
10-01-2011,5762.85,,10-01-2011,18.7533
11-01-2011,5754.1,,11-01-2011,18.7226
12-01-2011,5863.25,,12-01-2011,19.0777
13-01-2011,5751.9,,13-01-2011,18.7154
14-01-2011,5654.55,,14-01-2011,18.3987
17-01-2011,5654.75,,17-01-2011,18.3993
18-01-2011,5724.05,,18-01-2011,18.6248
19-01-2011,5691.05,,19-01-2011,18.5174
20-01-2011,5711.6,,20-01-2011,18.5843
21-01-2011,5696.5,,21-01-2011,18.5352
24-01-2011,5743.25,,24-01-2011,18.6873
25-01-2011,5687.4,,25-01-2011,18.5056
27-01-2011,5604.3,,27-01-2011,18.2351
28-01-2011,5512.15,,28-01-2011,17.9353
31-01-2011,5505.9,,31-01-2011,17.9149
01-02-2011,5417.2,,01-02-2011,17.6263
02-02-2011,5432,,02-02-2011,17.6745
03-02-2011,5526.75,,03-02-2011,17.9828
04-02-2011,5395.75,,04-02-2011,17.5565
07-02-2011,5396,,07-02-2011,17.5573
08-02-2011,5312.55,,08-02-2011,17.286
09-02-2011,5253.55,,09-02-2011,17.094
10-02-2011,5225.8,,10-02-2011,17.0038
11-02-2011,5310,,11-02-2011,17.2777
14-02-2011,5456,,14-02-2011,17.7528
15-02-2011,5481,,15-02-2011,17.7697
16-02-2011,5481.7,,16-02-2011,17.7719
17-02-2011,5546.45,,17-02-2011,17.9818
18-02-2011,5458.95,,18-02-2011,17.6982
21-02-2011,5518.6,,21-02-2011,17.8916
22-02-2011,5469.2,,22-02-2011,17.7314
23-02-2011,5437.35,,23-02-2011,17.6281
24-02-2011,5262.7,,24-02-2011,17.0619
25-02-2011,5303.55,,25-02-2011,17.1944
28-02-2011,5333.25,,28-02-2011,17.2906
01-03-2011,5522.3,,01-03-2011,17.9036
03-03-2011,5536.2,,03-03-2011,17.9486
04-03-2011,5538.75,,04-03-2011,17.9569
07-03-2011,5463.15,,07-03-2011,17.7118
08-03-2011,5520.8,,08-03-2011,17.8987
09-03-2011,5531,,09-03-2011,17.9318
10-03-2011,5494.4,,10-03-2011,17.8131
11-03-2011,5445.45,,11-03-2011,17.6544
14-03-2011,5531.5,,14-03-2011,17.9334
15-03-2011,5449.65,,15-03-2011,17.6686
16-03-2011,5511.15,,16-03-2011,17.868
17-03-2011,5446.65,,17-03-2011,17.6589
18-03-2011,5373.7,,18-03-2011,17.4224
21-03-2011,5364.75,,21-03-2011,17.3934
22-03-2011,5413.85,,22-03-2011,17.5526
23-03-2011,5480.25,,23-03-2011,17.7678
24-03-2011,5522.4,,24-03-2011,17.9045
25-03-2011,5654.25,,25-03-2011,18.029
28-03-2011,5687.25,,28-03-2011,18.1342
29-03-2011,5736.35,,29-03-2011,18.2907
30-03-2011,5787.65,,30-03-2011,18.4543
31-03-2011,5833.75,,31-03-2011,18.0537
01-04-2011,5826.05,,01-04-2011,18.0299
04-04-2011,5908.45,,04-04-2011,18.292
05-04-2011,5910.05,,05-04-2011,18.297
06-04-2011,5891.75,,06-04-2011,18.2403
07-04-2011,5885.7,,07-04-2011,18.2216
08-04-2011,5842,,08-04-2011,18.0863
11-04-2011,5785.7,,11-04-2011,17.912
13-04-2011,5911.5,,13-04-2011,18.304
15-04-2011,5824.55,,15-04-2011,18.0348
18-04-2011,5729.1,,18-04-2011,17.7392
19-04-2011,5740.75,,19-04-2011,17.7753
20-04-2011,5851.65,,20-04-2011,18.1187
21-04-2011,5884.7,,21-04-2011,18.221
25-04-2011,5874.5,,25-04-2011,18.1894
26-04-2011,5868.4,,26-04-2011,18.1706
27-04-2011,5833.9,,27-04-2011,18.0637
28-04-2011,5785.45,,28-04-2011,17.9137
29-04-2011,5749.5,,29-04-2011,17.8024
02-05-2011,5701.3,,02-05-2011,17.6532
03-05-2011,5565.25,,03-05-2011,17.2319
04-05-2011,5537.15,,04-05-2011,17.1449
05-05-2011,5459.85,,05-05-2011,16.9055
06-05-2011,5551.45,,06-05-2011,17.1892
09-05-2011,5551.1,,09-05-2011,17.1881
10-05-2011,5541.25,,10-05-2011,17.1576
11-05-2011,5565.05,,11-05-2011,17.2313
12-05-2011,5486.15,,12-05-2011,16.987
13-05-2011,5544.75,,13-05-2011,17.1684
16-05-2011,5499,,16-05-2011,17.0268
17-05-2011,5438.95,,17-05-2011,16.8117
18-05-2011,5420.6,,18-05-2011,16.7549
19-05-2011,5428.1,,19-05-2011,16.7781
20-05-2011,5486.35,,20-05-2011,16.9582
23-05-2011,5386.55,,23-05-2011,16.6497
24-05-2011,5394.85,,24-05-2011,16.6754
25-05-2011,5348.95,,25-05-2011,16.5335
26-05-2011,5412.35,,26-05-2011,16.7294
27-05-2011,5476.1,,27-05-2011,16.9265
30-05-2011,5473.1,,30-05-2011,16.9172
31-05-2011,5560.15,,31-05-2011,17.1863
01-06-2011,5592,,01-06-2011,17.2847
02-06-2011,5550.35,,02-06-2011,17.156
03-06-2011,5516.75,,03-06-2011,17.0521
06-06-2011,5532.05,,06-06-2011,17.0994
07-06-2011,5556.15,,07-06-2011,17.1739
08-06-2011,5526.85,,08-06-2011,17.0834
09-06-2011,5521.05,,09-06-2011,17.0654
10-06-2011,5485.8,,10-06-2011,16.9565
13-06-2011,5482.8,,13-06-2011,16.9483
14-06-2011,5500.5,,14-06-2011,17.003
15-06-2011,5447.5,,15-06-2011,16.8391
16-06-2011,5396.75,,16-06-2011,16.6823
17-06-2011,5366.4,,17-06-2011,16.5884
20-06-2011,5257.9,,20-06-2011,16.253
21-06-2011,5275.85,,21-06-2011,16.3085
22-06-2011,5278.3,,22-06-2011,16.3161
23-06-2011,5320,,23-06-2011,16.445
24-06-2011,5471.25,,24-06-2011,16.9125
27-06-2011,5526.6,,27-06-2011,17.0836
28-06-2011,5545.3,,28-06-2011,17.1414
29-06-2011,5600.45,,29-06-2011,17.3119
30-06-2011,5647.4,,30-06-2011,16.5074
01-07-2011,5627.2,,01-07-2011,16.4484
04-07-2011,5650.5,,04-07-2011,16.5165
05-07-2011,5632.1,,05-07-2011,16.4627
06-07-2011,5625.45,,06-07-2011,16.4433
07-07-2011,5728.95,,07-07-2011,16.7458
08-07-2011,5660.65,,08-07-2011,16.5462
11-07-2011,5616.1,,11-07-2011,16.4159
12-07-2011,5526.15,,12-07-2011,16.153
13-07-2011,5585.45,,13-07-2011,16.3264
14-07-2011,5599.8,,14-07-2011,16.3684
15-07-2011,5581.1,,15-07-2011,16.3137
18-07-2011,5567.05,,18-07-2011,16.2726
19-07-2011,5613.55,,19-07-2011,16.4088
20-07-2011,5567.05,,20-07-2011,16.2728
21-07-2011,5541.6,,21-07-2011,16.1984
22-07-2011,5633.95,,22-07-2011,16.4683
25-07-2011,5680.3,,25-07-2011,16.6038
26-07-2011,5574.85,,26-07-2011,16.2955
27-07-2011,5546.8,,27-07-2011,16.2135
28-07-2011,5487.75,,28-07-2011,16.0409
29-07-2011,5482,,29-07-2011,16.0241
01-08-2011,5516.8,,01-08-2011,16.1258
02-08-2011,5456.55,,02-08-2011,15.9497
03-08-2011,5404.8,,03-08-2011,15.7985
04-08-2011,5331.8,,04-08-2011,15.5851
05-08-2011,5211.25,,05-08-2011,15.2327
08-08-2011,5118.5,,08-08-2011,14.975
09-08-2011,5072.85,,09-08-2011,14.8414
10-08-2011,5161,,10-08-2011,15.0993
11-08-2011,5138.3,,11-08-2011,15.0329
12-08-2011,5072.95,,12-08-2011,14.8417
16-08-2011,5035.8,,16-08-2011,14.733
17-08-2011,5056.6,,17-08-2011,14.7939
18-08-2011,4944.15,,18-08-2011,14.4649
19-08-2011,4845.65,,19-08-2011,14.1767
22-08-2011,4898.8,,22-08-2011,14.3322
23-08-2011,4948.9,,23-08-2011,14.4788
24-08-2011,4888.9,,24-08-2011,14.3032
25-08-2011,4839.6,,25-08-2011,14.159
26-08-2011,4747.8,,26-08-2011,13.8904
29-08-2011,4919.6,,29-08-2011,14.393
30-08-2011,5001,,30-08-2011,14.6312
02-09-2011,5040,,02-09-2011,14.7453
05-09-2011,5017.2,,05-09-2011,14.6786
06-09-2011,5064.3,,06-09-2011,14.8164
07-09-2011,5124.65,,07-09-2011,14.993
08-09-2011,5153.25,,08-09-2011,15.0766
09-09-2011,5059.45,,09-09-2011,14.8022
12-09-2011,4946.8,,12-09-2011,14.4743
13-09-2011,4940.95,,13-09-2011,14.4572
14-09-2011,5012.55,,14-09-2011,14.6667
15-09-2011,5075.7,,15-09-2011,14.8515
16-09-2011,5084.25,,16-09-2011,14.8765
19-09-2011,5031.95,,19-09-2011,14.7235
20-09-2011,5140.2,,20-09-2011,15.0402
21-09-2011,5133.25,,21-09-2011,15.0199
22-09-2011,4923.65,,22-09-2011,14.4066
23-09-2011,4867.75,,23-09-2011,14.243
26-09-2011,4835.4,,26-09-2011,14.3366
27-09-2011,4971.25,,27-09-2011,14.5459
28-09-2011,4945.9,,28-09-2011,14.4717
29-09-2011,5015.45,,29-09-2011,14.6752
30-09-2011,4943.25,,30-09-2011,14.8083
03-10-2011,4849.5,,03-10-2011,14.5275
04-10-2011,4772.15,,04-10-2011,14.2958
05-10-2011,4751.3,,05-10-2011,14.2333
07-10-2011,4888.05,,07-10-2011,14.643
10-10-2011,4979.6,,10-10-2011,14.9468
11-10-2011,4974.35,,11-10-2011,14.9324
12-10-2011,5099.4,,12-10-2011,15.3078
13-10-2011,5077.85,,13-10-2011,15.2431
14-10-2011,5132.3,,14-10-2011,15.4066
17-10-2011,5118.25,,17-10-2011,15.3644
18-10-2011,5037.5,,18-10-2011,15.122
19-10-2011,5139.15,,19-10-2011,15.4271
20-10-2011,5091.9,,20-10-2011,15.2853
21-10-2011,5049.95,,21-10-2011,15.1594
24-10-2011,5098.35,,24-10-2011,15.3046
25-10-2011,5191.6,,25-10-2011,15.5846
26-10-2011,5201.8,,26-10-2011,15.6152
28-10-2011,5360.7,,28-10-2011,16.0922
31-10-2011,5326.6,,31-10-2011,15.9898
01-11-2011,5257.95,,01-11-2011,15.7837
02-11-2011,5258.45,,02-11-2011,15.7852
03-11-2011,5265.75,,03-11-2011,15.8072
04-11-2011,5284.2,,04-11-2011,15.8625
08-11-2011,5289.35,,08-11-2011,15.878
09-11-2011,5221.05,,09-11-2011,15.673
11-11-2011,5168.85,,11-11-2011,15.5163
14-11-2011,5148.35,,14-11-2011,15.4547
15-11-2011,5068.5,,15-11-2011,15.215
16-11-2011,5030.45,,16-11-2011,15.1008
17-11-2011,4934.75,,17-11-2011,14.8135
18-11-2011,4905.8,,18-11-2011,14.7266
21-11-2011,4778.35,,21-11-2011,14.344
22-11-2011,4812.35,,22-11-2011,14.4523
23-11-2011,4706.45,,23-11-2011,14.1342
24-11-2011,4756.45,,24-11-2011,14.2844
25-11-2011,4710.05,,25-11-2011,14.1451
28-11-2011,4851.3,,28-11-2011,14.5693
29-11-2011,4805.1,,29-11-2011,14.4305
30-11-2011,4832.05,,30-11-2011,14.5114
01-12-2011,4936.85,,01-12-2011,14.8262
02-12-2011,5050.15,,02-12-2011,15.1664
05-12-2011,5039.15,,05-12-2011,15.1334
07-12-2011,5062.6,,07-12-2011,15.2038
08-12-2011,4943.65,,08-12-2011,14.8466
09-12-2011,4866.7,,09-12-2011,14.6155
12-12-2011,4764.6,,12-12-2011,14.3099
13-12-2011,4800.6,,13-12-2011,14.418
14-12-2011,4763.25,,14-12-2011,14.3058
15-12-2011,4746.35,,15-12-2011,14.2551
16-12-2011,4651.6,,16-12-2011,13.9705
19-12-2011,4613.1,,19-12-2011,13.8549
20-12-2011,4544.2,,20-12-2011,13.6479
21-12-2011,4693.15,,21-12-2011,14.0953
22-12-2011,4733.85,,22-12-2011,14.2175
23-12-2011,4714,,23-12-2011,14.1579
26-12-2011,4779,,26-12-2011,14.3531
27-12-2011,4750.5,,27-12-2011,14.2675
28-12-2011,4705.8,,28-12-2011,14.1333
29-12-2011,4646.25,,29-12-2011,13.9544
30-12-2011,4624.3,,30-12-2011,13.8885
02-01-2012,4636.75,,02-01-2012,13.8239
03-01-2012,4765.3,,03-01-2012,14.2071
04-01-2012,4749.65,,04-01-2012,14.1605
05-01-2012,4749.95,,05-01-2012,14.1614
06-01-2012,4754.1,,06-01-2012,14.1737
07-01-2012,4746.9,,07-01-2012,14.1523
09-01-2012,4742.8,,09-01-2012,14.1409
10-01-2012,4849.55,,10-01-2012,14.4592
11-01-2012,4860.95,,11-01-2012,14.4932
12-01-2012,4831.25,,12-01-2012,14.4046
13-01-2012,4866,,13-01-2012,14.5083
16-01-2012,4873.9,,16-01-2012,14.5318
17-01-2012,4967.3,,17-01-2012,14.8103
18-01-2012,4955.8,,18-01-2012,14.776
19-01-2012,5018.4,,19-01-2012,14.9626
20-01-2012,5048.6,,20-01-2012,15.0527
23-01-2012,5046.25,,23-01-2012,15.0457
24-01-2012,5127.35,,24-01-2012,15.2875
25-01-2012,5158.3,,25-01-2012,15.3798
27-01-2012,5204.7,,27-01-2012,15.5181
30-01-2012,5087.3,,30-01-2012,15.1681
31-01-2012,5199.25,,31-01-2012,15.5019
01-02-2012,5235.7,,01-02-2012,15.6105
02-02-2012,5269.9,,02-02-2012,15.7125
03-02-2012,5325.85,,03-02-2012,15.8793
06-02-2012,5361.65,,06-02-2012,15.9861
07-02-2012,5335.15,,07-02-2012,15.9071
08-02-2012,5368.15,,08-02-2012,16.0054
09-02-2012,5412.35,,09-02-2012,16.1372
10-02-2012,5381.6,,10-02-2012,16.0455
13-02-2012,5390.2,,13-02-2012,16.0712
14-02-2012,5416.05,,14-02-2012,16.1508
15-02-2012,5531.95,,15-02-2012,16.4964
16-02-2012,5521.95,,16-02-2012,16.4666
17-02-2012,5564.3,,17-02-2012,16.5929
21-02-2012,5607.15,,21-02-2012,16.7207
22-02-2012,5505.35,,22-02-2012,16.4171
23-02-2012,5483.3,,23-02-2012,16.3514
24-02-2012,5429.3,,24-02-2012,16.1903
27-02-2012,5281.2,,27-02-2012,15.7487
28-02-2012,5375.5,,28-02-2012,16.0299
29-02-2012,5385.2,,29-02-2012,16.0588
01-03-2012,5339.75,,01-03-2012,15.9233
02-03-2012,5359.35,,02-03-2012,15.9817
03-03-2012,5359.4,,03-03-2012,15.9819
05-03-2012,5280.35,,05-03-2012,15.7462
06-03-2012,5222.4,,06-03-2012,15.5734
07-03-2012,5220.45,,07-03-2012,15.5675
09-03-2012,5333.55,,09-03-2012,15.9048
12-03-2012,5359.55,,12-03-2012,15.9561
13-03-2012,5429.5,,13-03-2012,16.1644
14-03-2012,5463.9,,14-03-2012,16.2668
15-03-2012,5380.5,,15-03-2012,16.0185
16-03-2012,5317.9,,16-03-2012,15.8321
19-03-2012,5257.05,,19-03-2012,15.651
20-03-2012,5274.85,,20-03-2012,15.704
21-03-2012,5364.95,,21-03-2012,15.9722
22-03-2012,5228.45,,22-03-2012,15.5658
23-03-2012,5278.2,,23-03-2012,15.7139
26-03-2012,5184.25,,26-03-2012,15.4342
27-03-2012,5243.15,,27-03-2012,15.6096
28-03-2012,5194.75,,28-03-2012,15.4655
29-03-2012,5178.85,,29-03-2012,15.4181
30-03-2012,5295.55,,30-03-2012,15.7656
02-04-2012,5317.9,,02-04-2012,15.3712
03-04-2012,5358.5,,03-04-2012,15.4886
04-04-2012,5322.9,,04-04-2012,15.3857
09-04-2012,5234.4,,09-04-2012,15.1299
10-04-2012,5243.6,,10-04-2012,15.1565
11-04-2012,5226.85,,11-04-2012,15.1081
12-04-2012,5276.85,,12-04-2012,15.2526
13-04-2012,5207.45,,13-04-2012,15.052
16-04-2012,5226.2,,16-04-2012,15.1078
17-04-2012,5289.7,,17-04-2012,15.2913
18-04-2012,5300,,18-04-2012,15.3211
19-04-2012,5332.4,,19-04-2012,15.4148
20-04-2012,5290.85,,20-04-2012,15.2946
23-04-2012,5200.6,,23-04-2012,15.0338
24-04-2012,5222.65,,24-04-2012,15.0975
25-04-2012,5202,,25-04-2012,15.0378
26-04-2012,5189,,26-04-2012,15.0002
27-04-2012,5190.6,,27-04-2012,14.8535
28-04-2012,5209,,28-04-2012,14.9061
30-04-2012,5248.15,,30-04-2012,15.0182
02-05-2012,5239.15,,02-05-2012,14.9924
03-05-2012,5188.4,,03-05-2012,14.8472
04-05-2012,5086.85,,04-05-2012,14.5566
07-05-2012,5114.15,,07-05-2012,14.6347
08-05-2012,4999.95,,08-05-2012,14.3079
09-05-2012,4974.8,,09-05-2012,14.2359
10-05-2012,4965.7,,10-05-2012,14.2099
11-05-2012,4928.9,,11-05-2012,14.1046
14-05-2012,4907.8,,14-05-2012,14.047
15-05-2012,4942.8,,15-05-2012,14.1462
16-05-2012,4858.25,,16-05-2012,13.9042
17-05-2012,4870.2,,17-05-2012,13.9384
18-05-2012,4891.45,,18-05-2012,13.9992
21-05-2012,4906.05,,21-05-2012,14.041
22-05-2012,4860.5,,22-05-2012,13.9106
23-05-2012,4835.65,,23-05-2012,13.8395
24-05-2012,4921.4,,24-05-2012,14.0849
25-05-2012,4920.4,,25-05-2012,14.0821
28-05-2012,4985.65,,28-05-2012,14.2688
29-05-2012,4990.1,,29-05-2012,14.2815
30-05-2012,4950.75,,30-05-2012,14.1689
31-05-2012,4924.25,,31-05-2012,14.0931
01-06-2012,4841.6,,01-06-2012,13.8565
04-06-2012,4848.15,,04-06-2012,13.8753
05-06-2012,4863.3,,05-06-2012,13.9186
06-06-2012,4997.1,,06-06-2012,14.3016
07-06-2012,5049.65,,07-06-2012,14.452
08-06-2012,5068.35,,08-06-2012,14.5055
11-06-2012,5054.1,,11-06-2012,14.4647
12-06-2012,5115.9,,12-06-2012,14.6386
13-06-2012,5121.45,,13-06-2012,14.6544
14-06-2012,5054.75,,14-06-2012,14.4636
15-06-2012,5139.05,,15-06-2012,14.7048
18-06-2012,5064.25,,18-06-2012,14.4908
19-06-2012,5103.85,,19-06-2012,14.6041
20-06-2012,5120.55,,20-06-2012,14.6519
21-06-2012,5165,,21-06-2012,14.779
22-06-2012,5146.05,,22-06-2012,14.7248
25-06-2012,5114.65,,25-06-2012,14.635
26-06-2012,5120.8,,26-06-2012,14.6526
27-06-2012,5141.9,,27-06-2012,14.713
28-06-2012,5149.15,,28-06-2012,14.7337
29-06-2012,5278.9,,29-06-2012,15.105
02-07-2012,5278.6,,02-07-2012,15.3952
03-07-2012,5287.95,,03-07-2012,15.4225
04-07-2012,5302.55,,04-07-2012,15.4651
05-07-2012,5327.3,,05-07-2012,15.5373
06-07-2012,5316.95,,06-07-2012,15.5071
09-07-2012,5275.15,,09-07-2012,15.3886
10-07-2012,5345.35,,10-07-2012,15.5933
11-07-2012,5306.3,,11-07-2012,15.4794
12-07-2012,5235.25,,12-07-2012,15.2722
13-07-2012,5227.25,,13-07-2012,15.2489
16-07-2012,5197.25,,16-07-2012,15.1613
17-07-2012,5192.85,,17-07-2012,15.1485
18-07-2012,5216.3,,18-07-2012,15.2169
19-07-2012,5242.7,,19-07-2012,15.2939
20-07-2012,5205.1,,20-07-2012,15.1842
23-07-2012,5117.95,,23-07-2012,14.93
24-07-2012,5128.2,,24-07-2012,14.9599
25-07-2012,5109.6,,25-07-2012,14.9056
26-07-2012,5043,,26-07-2012,14.7114
27-07-2012,5099.85,,27-07-2012,14.8772
30-07-2012,5199.8,,30-07-2012,15.1688
31-07-2012,5229,,31-07-2012,15.254
01-08-2012,5240.5,,01-08-2012,15.2875
02-08-2012,5227.75,,02-08-2012,15.2503
03-08-2012,5215.7,,03-08-2012,15.2152
06-08-2012,5282.55,,06-08-2012,15.4102
07-08-2012,5336.7,,07-08-2012,15.5681
08-08-2012,5338,,08-08-2012,15.5719
09-08-2012,5322.95,,09-08-2012,15.528
10-08-2012,5320.4,,10-08-2012,15.5206
13-08-2012,5347.9,,13-08-2012,15.6057
14-08-2012,5380.35,,14-08-2012,15.7004
16-08-2012,5362.95,,16-08-2012,15.6497
17-08-2012,5366.3,,17-08-2012,15.6594
21-08-2012,5421,,21-08-2012,15.819
22-08-2012,5412.85,,22-08-2012,15.7953
23-08-2012,5415.35,,23-08-2012,15.8026
24-08-2012,5386.7,,24-08-2012,15.719
27-08-2012,5350.25,,27-08-2012,15.6126
28-08-2012,5334.6,,28-08-2012,15.5669
29-08-2012,5287.8,,29-08-2012,15.4304
30-08-2012,5315.05,,30-08-2012,15.5099
31-08-2012,5258.5,,31-08-2012,15.3449
03-09-2012,5253.75,,03-09-2012,15.331
04-09-2012,5274,,04-09-2012,15.3901
05-09-2012,5225.7,,05-09-2012,15.2491
06-09-2012,5238.4,,06-09-2012,15.2862
07-09-2012,5342.1,,07-09-2012,15.5888
08-09-2012,5358.7,,08-09-2012,15.6373
10-09-2012,5363.45,,10-09-2012,15.6511
11-09-2012,5390,,11-09-2012,15.7372
12-09-2012,5431,,12-09-2012,15.8569
13-09-2012,5435.35,,13-09-2012,15.8696
14-09-2012,5577.65,,14-09-2012,16.2851
17-09-2012,5610,,17-09-2012,16.3795
18-09-2012,5600.05,,18-09-2012,16.3505
20-09-2012,5554.25,,20-09-2012,16.2168
21-09-2012,5691.15,,21-09-2012,16.6165
24-09-2012,5669.6,,24-09-2012,16.5535
25-09-2012,5673.9,,25-09-2012,16.5661
26-09-2012,5663.45,,26-09-2012,16.6504
27-09-2012,5649.5,,27-09-2012,16.6094
28-09-2012,5703.3,,28-09-2012,16.9329
01-10-2012,5718.8,,01-10-2012,15.8887
03-10-2012,5731.25,,03-10-2012,15.9233
04-10-2012,5787.6,,04-10-2012,16.0799
05-10-2012,5746.95,,05-10-2012,15.9669
08-10-2012,5676,,08-10-2012,15.7698
09-10-2012,5704.6,,09-10-2012,15.8493
10-10-2012,5652.15,,10-10-2012,15.7036
11-10-2012,5708.05,,11-10-2012,15.8589
12-10-2012,5676.05,,12-10-2012,15.77
15-10-2012,5687.25,,15-10-2012,15.8011
16-10-2012,5648,,16-10-2012,15.692
17-10-2012,5660.25,,17-10-2012,15.7261
18-10-2012,5718.7,,18-10-2012,15.8885
19-10-2012,5684.25,,19-10-2012,15.7927
22-10-2012,5717.15,,22-10-2012,15.8842
23-10-2012,5691.4,,23-10-2012,15.8126
25-10-2012,5705.3,,25-10-2012,15.8512
26-10-2012,5664.3,,26-10-2012,15.7373
29-10-2012,5665.6,,29-10-2012,15.7409
30-10-2012,5597.9,,30-10-2012,15.5528
31-10-2012,5619.7,,31-10-2012,15.6134
01-11-2012,5645.05,,01-11-2012,15.6838
02-11-2012,5697.7,,02-11-2012,15.8301
05-11-2012,5704.2,,05-11-2012,15.8482
06-11-2012,5724.4,,06-11-2012,15.9043
07-11-2012,5760.1,,07-11-2012,16.0035
08-11-2012,5738.75,,08-11-2012,15.9442
09-11-2012,5686.25,,09-11-2012,15.7983
12-11-2012,5683.7,,12-11-2012,15.722
13-11-2012,5666.95,,13-11-2012,15.6757
15-11-2012,5631,,15-11-2012,15.5762
16-11-2012,5574.05,,16-11-2012,15.4187
19-11-2012,5571.4,,19-11-2012,15.4114
20-11-2012,5571.55,,20-11-2012,15.4118
21-11-2012,5614.8,,21-11-2012,15.5314
22-11-2012,5627.75,,22-11-2012,15.5672
23-11-2012,5626.6,,23-11-2012,15.564
26-11-2012,5635.9,,26-11-2012,15.5898
27-11-2012,5727.45,,27-11-2012,15.843
29-11-2012,5825,,29-11-2012,16.1129
30-11-2012,5879.85,,30-11-2012,16.2646
03-12-2012,5870.95,,03-12-2012,16.24
04-12-2012,5889.25,,04-12-2012,16.2906
05-12-2012,5900.5,,05-12-2012,16.3217
06-12-2012,5930.9,,06-12-2012,16.4058
07-12-2012,5907.4,,07-12-2012,16.3408
10-12-2012,5908.9,,10-12-2012,16.3449
11-12-2012,5898.8,,11-12-2012,16.3187
12-12-2012,5888,,12-12-2012,16.2888
13-12-2012,5851.5,,13-12-2012,16.1879
14-12-2012,5879.6,,14-12-2012,16.2656
17-12-2012,5857.9,,17-12-2012,16.2056
18-12-2012,5896.8,,18-12-2012,16.3132
19-12-2012,5929.6,,19-12-2012,16.4039
20-12-2012,5916.4,,20-12-2012,16.3674
21-12-2012,5847.7,,21-12-2012,16.1773
24-12-2012,5855.75,,24-12-2012,16.1996
26-12-2012,5905.6,,26-12-2012,16.3375
27-12-2012,5870.1,,27-12-2012,16.2393
28-12-2012,5908.35,,28-12-2012,16.3451
31-12-2012,5905.1,,31-12-2012,16.1269
01-01-2013,5950.85,,01-01-2013,16.2519
02-01-2013,5993.25,,02-01-2013,16.3677
03-01-2013,6009.5,,03-01-2013,16.412
04-01-2013,6016.15,,04-01-2013,16.4302
07-01-2013,5988.4,,07-01-2013,16.3544
08-01-2013,6001.7,,08-01-2013,16.3907
09-01-2013,5971.5,,09-01-2013,16.3083
10-01-2013,5968.65,,10-01-2013,16.3005
11-01-2013,5951.3,,11-01-2013,16.2531
14-01-2013,6024.05,,14-01-2013,16.4518
15-01-2013,6056.6,,15-01-2013,16.5415
16-01-2013,6001.85,,16-01-2013,16.392
17-01-2013,6039.2,,17-01-2013,16.494
18-01-2013,6064.4,,18-01-2013,16.5628
21-01-2013,6082.3,,21-01-2013,16.6117
22-01-2013,6048.5,,22-01-2013,16.5194
23-01-2013,6054.3,,23-01-2013,16.5353
24-01-2013,6019.35,,24-01-2013,16.4398
25-01-2013,6074.65,,25-01-2013,16.5908
28-01-2013,6074.8,,28-01-2013,16.5912
29-01-2013,6049.9,,29-01-2013,16.5232
30-01-2013,6055.75,,30-01-2013,16.5392
31-01-2013,6034.75,,31-01-2013,16.4819
01-02-2013,5998.9,,01-02-2013,16.384
04-02-2013,5987.25,,04-02-2013,16.3521
05-02-2013,5956.9,,05-02-2013,16.2692
06-02-2013,5959.2,,06-02-2013,16.2755
07-02-2013,5938.8,,07-02-2013,16.2198
08-02-2013,5903.5,,08-02-2013,16.1234
11-02-2013,5897.85,,11-02-2013,16.1086
12-02-2013,5922.5,,12-02-2013,16.1759
13-02-2013,5932.95,,13-02-2013,16.2045
14-02-2013,5896.95,,14-02-2013,16.1062
15-02-2013,5887.4,,15-02-2013,16.0801
18-02-2013,5898.2,,18-02-2013,16.0948
19-02-2013,5939.7,,19-02-2013,16.208
20-02-2013,5943.05,,20-02-2013,16.2172
21-02-2013,5852.25,,21-02-2013,15.9693
22-02-2013,5850.3,,22-02-2013,15.964
25-02-2013,5854.75,,25-02-2013,15.9761
26-02-2013,5761.35,,26-02-2013,15.7213
27-02-2013,5796.9,,27-02-2013,15.8183
